Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Year,Month,Quarter,Profit_Margin_%
Walmart,1185732,2021-07-16,South,Mississippi,Jackson,Women's Athletic Footwear,48.0,124.0,595.0,315.0,Online,2021,7,3,52.94117647058824
Sports Direct,1197831,2021-10-12,South,Texas,Dallas,Women's Street Footwear,51.0,228.0,1163.0,512.0,Outlet,2021,10,4,44.02407566638005
Foot Locker,1185732,2021-05-16,South,Mississippi,Jackson,Women's Street Footwear,26.0,136.0,354.0,152.0,Outlet,2021,5,2,42.93785310734463
Sports Direct,1185732,2021-08-14,Northeast,Massachusetts,Boston,Women's Athletic Footwear,42.0,51.0,214.0,77.0,Online,2021,8,3,35.981308411214954
Sports Direct,1185732,2021-11-16,Midwest,Michigan,Detroit,Women's Apparel,59.0,169.0,997.0,688.0,Online,2021,11,4,69.00702106318957
Sports Direct,1197831,2021-10-01,South,Alabama,Birmingham,Men's Athletic Footwear,20.0,625.0,12500.0,6250.0,Outlet,2021,10,4,50.0
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Women's Athletic Footwear,30.0,600.0,18000.0,5400.0,Online,2021,4,2,30.0
Amazon,1185732,2021-07-21,Southeast,Kentucky,Louisville,Men's Apparel,50.0,250.0,12500.0,4375.0,Online,2021,7,3,35.0
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Men's Street Footwear,41.0,165.0,677.0,284.0,Outlet,2021,4,2,41.94977843426883
Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Women's Apparel,50.0,94.0,470.0,249.0,Online,2021,6,2,52.97872340425533
Sports Direct,1197831,2021-09-30,South,Texas,Dallas,Women's Street Footwear,60.0,725.0,43500.0,17400.0,Outlet,2021,9,3,40.0
Kohl's,1189833,2021-05-10,West,California,Los Angeles,Women's Athletic Footwear,46.0,176.0,810.0,405.0,Online,2021,5,2,50.0
Foot Locker,1185732,2021-06-15,Northeast,Delaware,Wilmington,Men's Apparel,55.0,300.0,16500.0,4950.0,In-store,2021,6,2,30.0
Sports Direct,1185732,2021-08-04,Northeast,Connecticut,Hartford,Men's Street Footwear,51.0,163.0,831.0,457.0,Online,2021,8,3,54.993983152827916
Kohl's,1128299,2021-11-26,West,New Mexico,Albuquerque,Women's Street Footwear,54.0,117.0,632.0,303.0,Online,2021,11,4,47.94303797468354
West Gear,1185732,2021-07-02,Midwest,Wisconsin,Milwaukee,Men's Apparel,50.0,200.0,10000.0,5000.0,In-store,2021,7,3,50.0
Sports Direct,1128299,2021-12-25,West,New Mexico,Albuquerque,Women's Street Footwear,60.0,500.0,30000.0,10500.0,Online,2021,12,4,35.0
Sports Direct,1197831,2021-04-23,South,Tennessee,Knoxville,Women's Street Footwear,46.0,285.0,1311.0,787.0,Online,2021,4,2,60.03051106025934
Foot Locker,1185732,2021-11-18,Northeast,New Hampshire,Manchester,Women's Apparel,61.0,120.0,732.0,300.0,Outlet,2021,11,4,40.98360655737705
Amazon,1185732,2021-12-09,Midwest,Ohio,Columbus,Men's Street Footwear,75.0,825.0,61875.0,24750.0,Online,2021,12,4,40.0
West Gear,1185732,2021-07-08,Northeast,New York,Albany,Men's Athletic Footwear,56.0,196.0,1098.0,494.0,Online,2021,7,3,44.990892531876135
Foot Locker,1185732,2021-11-07,Northeast,Pennsylvania,Philadelphia,Men's Apparel,58.0,20.0,116.0,46.0,Online,2021,11,4,39.6551724137931
Sports Direct,1197831,2021-08-30,South,Texas,Dallas,Men's Athletic Footwear,30.0,700.0,21000.0,7350.0,Outlet,2021,8,3,35.0
Foot Locker,1185732,2021-09-19,Midwest,Missouri,St. Louis,Women's Apparel,30.0,350.0,10500.0,5250.0,In-store,2021,9,3,50.0
Sports Direct,1185732,2021-05-15,Midwest,Michigan,Detroit,Men's Street Footwear,48.0,207.0,994.0,606.0,Online,2021,5,2,60.96579476861167
Foot Locker,1185732,2021-05-07,Midwest,Iowa,Des Moines,Men's Apparel,45.0,150.0,6750.0,3375.0,In-store,2021,5,2,50.0
Kohl's,1185732,2021-03-10,West,Wyoming,Cheyenne,Women's Street Footwear,27.0,149.0,402.0,181.0,Online,2021,3,1,45.024875621890544
West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,Men's Athletic Footwear,25.0,325.0,8125.0,2844.0,In-store,2021,4,2,35.003076923076925
Kohl's,1189833,2021-03-08,Midwest,Montana,Billings,Men's Apparel,55.0,400.0,22000.0,13200.0,Outlet,2021,3,1,60.0
Foot Locker,1185732,2021-06-24,Midwest,Nebraska,Omaha,Men's Apparel,45.0,150.0,6750.0,2363.0,Outlet,2021,6,2,35.007407407407406
West Gear,1128299,2021-03-16,South,Louisiana,New Orleans,Women's Apparel,29.0,109.0,316.0,117.0,Outlet,2021,3,1,37.0253164556962
Foot Locker,1128299,2021-01-24,West,Wyoming,Cheyenne,Men's Athletic Footwear,36.0,105.0,378.0,174.0,Online,2021,1,1,46.03174603174603
Kohl's,1128299,2021-12-22,West,Arizona,Phoenix,Women's Athletic Footwear,32.0,128.0,410.0,168.0,Outlet,2021,12,4,40.97560975609756
Foot Locker,1185732,2021-10-22,Northeast,Maryland,Baltimore,Women's Apparel,65.0,200.0,13000.0,3900.0,In-store,2021,10,4,30.0
West Gear,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Women's Street Footwear,20.0,56.0,112.0,57.0,Online,2021,10,4,50.89285714285714
Walmart,1185732,2021-09-16,South,Mississippi,Jackson,Women's Apparel,32.0,130.0,416.0,258.0,Online,2021,9,3,62.019230769230774
West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Women's Apparel,40.0,600.0,24000.0,12000.0,In-store,2021,7,3,50.0
Sports Direct,1185732,2021-02-05,Northeast,Connecticut,Hartford,Women's Athletic Footwear,35.0,125.0,4375.0,1313.0,In-store,2021,2,1,30.01142857142857
Kohl's,1185732,2021-01-14,Northeast,New York,Albany,Women's Street Footwear,30.0,600.0,18000.0,6300.0,In-store,2021,1,1,35.0
Foot Locker,1197831,2021-07-06,West,Idaho,Boise,Women's Apparel,65.0,800.0,52000.0,28600.0,Online,2021,7,3,55.00000000000001
West Gear,1185732,2021-06-22,Northeast,Maryland,Baltimore,Men's Street Footwear,47.0,125.0,588.0,294.0,Online,2021,6,2,50.0
West Gear,1185732,2021-12-02,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,49.0,102.0,500.0,235.0,Online,2021,12,4,47.0
West Gear,1185732,2021-03-20,Northeast,Maryland,Baltimore,Men's Athletic Footwear,34.0,39.0,133.0,62.0,Online,2021,3,1,46.616541353383454
Foot Locker,1185732,2021-08-07,Northeast,Rhode Island,Providence,Women's Apparel,55.0,300.0,16500.0,6600.0,In-store,2021,8,3,40.0
Foot Locker,1128299,2021-05-24,West,Arizona,Phoenix,Women's Apparel,70.0,375.0,26250.0,6563.0,Online,2021,5,2,25.001904761904765
West Gear,1128299,2021-01-03,West,California,San Francisco,Women's Athletic Footwear,56.0,182.0,1019.0,459.0,Online,2021,1,1,45.0441609421001
West Gear,1128299,2021-06-24,West,Oregon,Portland,Men's Apparel,67.0,140.0,938.0,431.0,Outlet,2021,6,2,45.94882729211087
West Gear,1197831,2021-08-20,South,Oklahoma,Oklahoma City,Men's Apparel,47.0,81.0,381.0,171.0,Online,2021,8,3,44.881889763779526
Foot Locker,1185732,2021-12-15,Midwest,Michigan,Detroit,Men's Apparel,55.0,143.0,787.0,409.0,Online,2021,12,4,51.96950444726811
Amazon,1185732,2021-06-19,Northeast,New Hampshire,Manchester,Men's Apparel,65.0,325.0,21125.0,6338.0,In-store,2021,6,2,30.002366863905326
Sports Direct,1197831,2021-08-10,South,Alabama,Birmingham,Women's Athletic Footwear,32.0,98.0,314.0,194.0,Online,2021,8,3,61.78343949044586
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.0,300.0,16500.0,5775.0,Online,2021,4,2,35.0
Foot Locker,1185732,2021-12-03,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,65.0,525.0,34125.0,18769.0,Outlet,2021,12,4,55.000732600732604
Kohl's,1189833,2021-05-12,West,California,Los Angeles,Women's Apparel,49.0,210.0,1029.0,226.0,Outlet,2021,5,2,21.963070942662778
Foot Locker,1185732,2021-10-15,Northeast,Delaware,Wilmington,Women's Athletic Footwear,52.0,44.0,229.0,114.0,Online,2021,10,4,49.78165938864629
Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Women's Athletic Footwear,30.0,101.0,303.0,115.0,Outlet,2021,1,1,37.95379537953795
West Gear,1185732,2021-06-22,Northeast,Maryland,Baltimore,Men's Street Footwear,50.0,500.0,25000.0,10000.0,In-store,2021,6,2,40.0
Kohl's,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Men's Apparel,28.0,88.0,246.0,101.0,Outlet,2021,1,1,41.05691056910569
Foot Locker,1185732,2021-01-18,Midwest,Michigan,Detroit,Women's Street Footwear,20.0,425.0,8500.0,2975.0,In-store,2021,1,1,35.0
Foot Locker,1185732,2021-12-17,Midwest,Missouri,St. Louis,Men's Athletic Footwear,35.0,450.0,15750.0,5513.0,In-store,2021,12,4,35.0031746031746
Kohl's,1185732,2021-02-12,West,Wyoming,Cheyenne,Women's Apparel,40.0,600.0,24000.0,6000.0,In-store,2021,2,1,25.0
Foot Locker,1128299,2021-01-24,West,Wyoming,Cheyenne,Men's Street Footwear,29.0,91.0,264.0,121.0,Online,2021,1,1,45.83333333333333
Sports Direct,1197831,2021-04-10,South,Tennessee,Knoxville,Men's Athletic Footwear,45.0,775.0,34875.0,13950.0,Outlet,2021,4,2,40.0
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Men's Apparel,64.0,106.0,678.0,346.0,Online,2021,8,3,51.03244837758112
Foot Locker,1197831,2021-12-04,West,Idaho,Boise,Women's Street Footwear,47.0,223.0,1048.0,461.0,Outlet,2021,12,4,43.98854961832061
Amazon,1185732,2021-07-17,Northeast,New Hampshire,Manchester,Women's Street Footwear,54.0,109.0,589.0,241.0,Online,2021,7,3,40.91680814940577
West Gear,1185732,2021-06-17,Northeast,West Virginia,Charleston,Women's Athletic Footwear,33.0,69.0,228.0,118.0,Online,2021,6,2,51.75438596491229
Sports Direct,1185732,2021-01-17,Northeast,Rhode Island,Providence,Women's Street Footwear,22.0,75.0,165.0,48.0,Outlet,2021,1,1,29.09090909090909
Sports Direct,1185732,2021-03-15,Midwest,Michigan,Detroit,Women's Street Footwear,25.0,475.0,11875.0,3563.0,In-store,2021,3,1,30.004210526315788
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Men's Apparel,45.0,125.0,5625.0,1688.0,In-store,2021,1,1,30.00888888888889
Foot Locker,1185732,2021-10-12,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,54.0,104.0,562.0,258.0,Online,2021,10,4,45.90747330960854
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Women's Apparel,75.0,375.0,28125.0,7031.0,Online,2021,4,2,24.999111111111112
Amazon,1185732,2021-04-18,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,45.0,175.0,7875.0,2363.0,In-store,2021,4,2,30.00634920634921
Sports Direct,1185732,2021-06-04,Southeast,North Carolina,Charlotte,Men's Street Footwear,50.0,950.0,47500.0,19000.0,Online,2021,6,2,40.0
Kohl's,1185732,2021-07-06,Northeast,New Jersey,Newark,Men's Apparel,50.0,275.0,13750.0,4125.0,In-store,2021,7,3,30.0
Kohl's,1189833,2021-01-26,Midwest,Montana,Billings,Women's Apparel,60.0,400.0,24000.0,6000.0,Outlet,2021,1,1,25.0
Foot Locker,1185732,2021-10-31,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,39.0,13.0,51.0,26.0,Online,2021,10,4,50.98039215686274
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Women's Apparel,50.0,350.0,17500.0,4375.0,Online,2021,3,1,25.0
Sports Direct,1185732,2021-01-06,Southeast,South Carolina,Charleston,Women's Street Footwear,25.0,725.0,18125.0,7250.0,Online,2021,1,1,40.0
Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Women's Apparel,32.0,51.0,163.0,88.0,Online,2021,3,1,53.987730061349694
Sports Direct,1185732,2021-11-07,Northeast,Rhode Island,Providence,Women's Apparel,46.0,83.0,382.0,168.0,Outlet,2021,11,4,43.97905759162304
Sports Direct,1185732,2021-02-04,Southeast,South Carolina,Charleston,Men's Athletic Footwear,34.0,188.0,639.0,307.0,Online,2021,2,1,48.04381846635368
Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Men's Athletic Footwear,29.0,150.0,435.0,170.0,Outlet,2021,6,2,39.08045977011494
Foot Locker,1185732,2021-08-12,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,42.0,78.0,328.0,147.0,Online,2021,8,3,44.81707317073171
West Gear,1185732,2021-01-03,Midwest,Iowa,Des Moines,Men's Athletic Footwear,29.0,70.0,203.0,93.0,Online,2021,1,1,45.812807881773395
Kohl's,1197831,2021-12-19,South,Oklahoma,Oklahoma City,Women's Apparel,51.0,128.0,653.0,281.0,Outlet,2021,12,4,43.03215926493109
Sports Direct,1197831,2021-03-17,South,Tennessee,Knoxville,Men's Athletic Footwear,33.0,181.0,597.0,287.0,Online,2021,3,1,48.073701842546065
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Women's Athletic Footwear,47.0,73.0,343.0,178.0,Online,2021,3,1,51.89504373177842
Amazon,1185732,2021-06-11,Midwest,Ohio,Columbus,Women's Athletic Footwear,49.0,140.0,686.0,350.0,Online,2021,6,2,51.02040816326531
Sports Direct,1185732,2021-09-13,Northeast,Massachusetts,Boston,Men's Apparel,52.0,34.0,177.0,64.0,Online,2021,9,3,36.15819209039548
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Men's Apparel,55.0,475.0,26125.0,9144.0,Online,2021,7,3,35.000956937799046
West Gear,1185732,2021-10-10,Northeast,New York,Albany,Women's Street Footwear,46.0,137.0,630.0,252.0,Online,2021,10,4,40.0
West Gear,1185732,2021-09-12,West,Utah,Salt Lake City,Men's Street Footwear,23.0,228.0,524.0,236.0,Outlet,2021,9,3,45.038167938931295
Amazon,1185732,2021-04-10,Midwest,Ohio,Columbus,Women's Apparel,34.0,137.0,466.0,303.0,Online,2021,4,2,65.02145922746782
Amazon,1185732,2021-09-10,Northeast,Vermont,Burlington,Women's Street Footwear,50.0,225.0,11250.0,3938.0,In-store,2021,9,3,35.004444444444445
Sports Direct,1185732,2021-01-17,Northeast,Rhode Island,Providence,Men's Athletic Footwear,28.0,88.0,246.0,84.0,Outlet,2021,1,1,34.146341463414636
Kohl's,1197831,2021-12-19,South,Oklahoma,Oklahoma City,Men's Apparel,70.0,325.0,22750.0,7963.0,Online,2021,12,4,35.002197802197806
Amazon,1185732,2021-09-17,Northeast,Maine,Portland,Women's Apparel,57.0,59.0,336.0,175.0,Online,2021,9,3,52.083333333333336
Sports Direct,1197831,2021-04-23,South,Tennessee,Knoxville,Women's Street Footwear,39.0,314.0,1225.0,576.0,Outlet,2021,4,2,47.0204081632653
Sports Direct,1185732,2021-06-17,Midwest,Michigan,Detroit,Women's Athletic Footwear,45.0,525.0,23625.0,8269.0,In-store,2021,6,2,35.0010582010582
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Men's Apparel,35.0,175.0,6125.0,2144.0,Online,2021,3,1,35.00408163265306
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Women's Street Footwear,46.0,135.0,621.0,255.0,Outlet,2021,5,2,41.06280193236715
Kohl's,1185732,2021-12-13,Northeast,Delaware,Wilmington,Men's Street Footwear,62.0,168.0,1042.0,490.0,Online,2021,12,4,47.02495201535509
Amazon,1185732,2021-08-11,Northeast,Vermont,Burlington,Women's Apparel,61.0,104.0,634.0,324.0,Online,2021,8,3,51.10410094637224
Foot Locker,1128299,2021-09-24,West,Arizona,Phoenix,Women's Street Footwear,45.0,425.0,19125.0,6694.0,Online,2021,9,3,35.00130718954249
Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,60.0,800.0,48000.0,16800.0,Online,2021,7,3,35.0
West Gear,1185732,2021-08-09,Northeast,New York,Albany,Women's Street Footwear,55.0,625.0,34375.0,8594.0,In-store,2021,8,3,25.000727272727275
Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Women's Street Footwear,46.0,95.0,437.0,201.0,Online,2021,10,4,45.9954233409611
Amazon,1185732,2021-11-10,Midwest,Ohio,Columbus,Women's Apparel,74.0,167.0,1236.0,791.0,Online,2021,11,4,63.996763754045304
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Women's Apparel,23.0,69.0,159.0,86.0,Online,2021,3,1,54.088050314465406
Kohl's,1189833,2021-02-16,Midwest,Montana,Billings,Women's Street Footwear,45.0,450.0,20250.0,9113.0,Outlet,2021,2,1,45.00246913580247
Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Women's Apparel,55.0,161.0,886.0,345.0,Online,2021,11,4,38.93905191873589
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Women's Street Footwear,44.0,140.0,616.0,259.0,Outlet,2021,4,2,42.04545454545455
West Gear,1185732,2021-02-11,West,Utah,Salt Lake City,Women's Apparel,25.0,450.0,11250.0,5625.0,In-store,2021,2,1,50.0
Foot Locker,1185732,2021-10-18,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25.0,225.0,5625.0,2250.0,In-store,2021,10,4,40.0
Kohl's,1189833,2021-04-07,West,California,Los Angeles,Men's Street Footwear,45.0,800.0,36000.0,14400.0,Outlet,2021,4,2,40.0
Amazon,1185732,2021-12-13,Northeast,Massachusetts,Boston,Men's Street Footwear,65.0,575.0,37375.0,11213.0,In-store,2021,12,4,30.00133779264214
Amazon,1185732,2021-05-09,Midwest,Ohio,Columbus,Men's Street Footwear,45.0,795.0,35775.0,14310.0,Online,2021,5,2,40.0
Foot Locker,1185732,2021-07-09,Midwest,Illinois,Chicago,Women's Athletic Footwear,40.0,200.0,8000.0,3200.0,Outlet,2021,7,3,40.0
Foot Locker,1197831,2021-02-04,South,Louisiana,New Orleans,Men's Street Footwear,25.0,625.0,15625.0,4688.0,Online,2021,2,1,30.003200000000003
West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Women's Apparel,110.0,650.0,71500.0,25025.0,Online,2021,7,3,35.0
Sports Direct,1185732,2021-02-09,Midwest,North Dakota,Fargo,Men's Apparel,45.0,175.0,7875.0,2756.0,Online,2021,2,1,34.9968253968254
Amazon,1185732,2021-09-23,Southeast,Kentucky,Louisville,Men's Street Footwear,48.0,137.0,658.0,349.0,Online,2021,9,3,53.03951367781154
West Gear,1197831,2021-08-20,South,Oklahoma,Oklahoma City,Women's Apparel,55.0,475.0,26125.0,10450.0,Online,2021,8,3,40.0
Sports Direct,1197831,2021-10-09,South,Texas,Dallas,Women's Apparel,45.0,161.0,725.0,507.0,Online,2021,10,4,69.93103448275862
Foot Locker,1128299,2021-05-24,West,Arizona,Phoenix,Men's Athletic Footwear,55.0,375.0,20625.0,8250.0,Online,2021,5,2,40.0
Foot Locker,1185732,2021-07-15,Midwest,Nebraska,Omaha,Men's Athletic Footwear,30.0,150.0,4500.0,1575.0,Outlet,2021,7,3,35.0
West Gear,1185732,2021-01-03,Midwest,Iowa,Des Moines,Women's Street Footwear,18.0,65.0,117.0,48.0,Online,2021,1,1,41.02564102564102
Sports Direct,1185732,2021-06-15,Northeast,Massachusetts,Boston,Men's Apparel,39.0,74.0,289.0,92.0,Outlet,2021,6,2,31.833910034602077
Sports Direct,1197831,2021-09-05,South,Alabama,Birmingham,Women's Apparel,50.0,245.0,1225.0,882.0,Online,2021,9,3,72.0
Sports Direct,1185732,2021-12-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,60.0,775.0,46500.0,13950.0,Online,2021,12,4,30.0
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Women's Street Footwear,50.0,231.0,1155.0,462.0,Online,2021,8,3,40.0
Foot Locker,1185732,2021-10-22,South,Texas,Dallas,Men's Street Footwear,44.0,111.0,488.0,342.0,Online,2021,10,4,70.08196721311475
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Women's Street Footwear,56.0,126.0,706.0,332.0,Online,2021,5,2,47.02549575070821
Sports Direct,1185732,2021-02-15,Northeast,Massachusetts,Boston,Women's Athletic Footwear,35.0,250.0,8750.0,2188.0,In-store,2021,2,1,25.005714285714287
Sports Direct,1197831,2021-08-30,South,Alabama,Birmingham,Women's Apparel,45.0,750.0,33750.0,20250.0,Outlet,2021,8,3,60.0
Foot Locker,1185732,2021-12-08,Midwest,North Dakota,Fargo,Women's Athletic Footwear,47.0,54.0,254.0,104.0,Online,2021,12,4,40.94488188976378
Foot Locker,1185732,2021-07-10,Midwest,Illinois,Chicago,Men's Apparel,47.0,56.0,263.0,121.0,Online,2021,7,3,46.00760456273764
Amazon,1185732,2021-12-20,West,Alaska,Anchorage,Men's Street Footwear,69.0,174.0,1201.0,564.0,Online,2021,12,4,46.960865945045796
Sports Direct,1185732,2021-10-04,Southeast,North Carolina,Charlotte,Men's Apparel,42.0,149.0,626.0,294.0,Online,2021,10,4,46.96485623003195
Sports Direct,1185732,2021-03-13,Northeast,Massachusetts,Boston,Women's Apparel,40.0,200.0,8000.0,2400.0,In-store,2021,3,1,30.0
Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Women's Street Footwear,70.0,400.0,28000.0,8400.0,Outlet,2021,4,2,30.0
Kohl's,1197831,2021-10-14,Midwest,Kansas,Wichita,Men's Athletic Footwear,20.0,325.0,6500.0,2275.0,Online,2021,10,4,35.0
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Men's Athletic Footwear,70.0,700.0,49000.0,12250.0,In-store,2021,6,2,25.0
West Gear,1185732,2021-11-10,Midwest,Indiana,Indianapolis,Men's Apparel,60.0,250.0,15000.0,4500.0,In-store,2021,11,4,30.0
Sports Direct,1128299,2021-12-09,West,Hawaii,Honolulu,Men's Apparel,84.0,128.0,1075.0,280.0,Online,2021,12,4,26.046511627906977
Kohl's,1189833,2021-03-16,West,California,Los Angeles,Women's Athletic Footwear,45.0,525.0,23625.0,8269.0,Outlet,2021,3,1,35.0010582010582
West Gear,1185732,2021-04-17,Northeast,West Virginia,Charleston,Men's Apparel,65.0,200.0,13000.0,5200.0,In-store,2021,4,2,40.0
Sports Direct,1185732,2021-08-03,Southeast,North Carolina,Charlotte,Women's Apparel,54.0,231.0,1247.0,798.0,Online,2021,8,3,63.99358460304732
Sports Direct,1185732,2021-06-04,Southeast,North Carolina,Charlotte,Women's Street Footwear,50.0,675.0,33750.0,13500.0,Online,2021,6,2,40.0
Kohl's,1185732,2021-02-08,Northeast,Delaware,Wilmington,Men's Athletic Footwear,35.0,175.0,6125.0,2144.0,In-store,2021,2,1,35.00408163265306
Sports Direct,1197831,2021-09-03,South,Alabama,Birmingham,Women's Athletic Footwear,31.0,210.0,651.0,391.0,Outlet,2021,9,3,60.06144393241167
Foot Locker,1185732,2021-08-09,Midwest,Illinois,Chicago,Men's Apparel,60.0,200.0,12000.0,4200.0,Outlet,2021,8,3,35.0
Amazon,1185732,2021-02-11,Southeast,North Carolina,Charlotte,Men's Street Footwear,32.0,231.0,739.0,370.0,Online,2021,2,1,50.06765899864683
Kohl's,1185732,2021-10-08,Northeast,New Jersey,Newark,Women's Athletic Footwear,48.0,31.0,149.0,77.0,Online,2021,10,4,51.67785234899329
Sports Direct,1185732,2021-07-13,Northeast,Massachusetts,Boston,Women's Apparel,41.0,132.0,541.0,173.0,Outlet,2021,7,3,31.97781885397412
Amazon,1185732,2021-04-21,West,Alaska,Anchorage,Women's Athletic Footwear,47.0,44.0,207.0,77.0,Online,2021,4,2,37.19806763285024
West Gear,1185732,2021-01-03,Midwest,Iowa,Des Moines,Men's Street Footwear,30.0,450.0,13500.0,4050.0,In-store,2021,1,1,30.0
West Gear,1185732,2021-02-17,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,38.0,50.0,190.0,105.0,Online,2021,2,1,55.26315789473685
