Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Sports Direct,1185732,2021-01-17,Northeast,Rhode Island,Providence,Women's Street Footwear,$22.00 ,75,165,$48 ,Outlet
Sports Direct,1185732,2021-03-15,Midwest,Michigan,Detroit,Women's Street Footwear,$25.00 ,475,"11,875","$3,563 ",In-store
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Men's Apparel,$45.00 ,125,"5,625","$1,688 ",In-store
Foot Locker,1185732,2021-10-12,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,$54.00 ,104,562,$258 ,Online
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Women's Apparel,$75.00 ,375,"28,125","$7,031 ",Online
Amazon,1185732,2021-04-18,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,$45.00 ,175,"7,875","$2,363 ",In-store
Sports Direct,1185732,2021-06-04,Southeast,North Carolina,Charlotte,Men's Street Footwear,$50.00 ,950,"47,500","$19,000 ",Online
Kohl's,1185732,2021-07-06,Northeast,New Jersey,Newark,Men's Apparel,$50.00 ,275,"13,750","$4,125 ",In-store
Kohl's,1189833,2021-01-26,Midwest,Montana,Billings,Women's Apparel,$60.00 ,400,"24,000","$6,000 ",Outlet
Foot Locker,1185732,2021-10-31,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$39.00 ,13,51,$26 ,Online
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Women's Apparel,$50.00 ,350,"17,500","$4,375 ",Online
Sports Direct,1185732,2021-01-06,Southeast,South Carolina,Charleston,Women's Street Footwear,$25.00 ,725,"18,125","$7,250 ",Online
Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Women's Apparel,$32.00 ,51,163,$88 ,Online
Sports Direct,1185732,2021-11-07,Northeast,Rhode Island,Providence,Women's Apparel,$46.00 ,83,382,$168 ,Outlet
Sports Direct,1185732,2021-02-04,Southeast,South Carolina,Charleston,Men's Athletic Footwear,$34.00 ,188,639,$307 ,Online
Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Men's Athletic Footwear,$29.00 ,150,435,$170 ,Outlet
Foot Locker,1185732,2021-08-12,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,$42.00 ,78,328,$147 ,Online
West Gear,1185732,2021-01-03,Midwest,Iowa,Des Moines,Men's Athletic Footwear,$29.00 ,70,203,$93 ,Online
Kohl's,1197831,2021-12-19,South,Oklahoma,Oklahoma City,Women's Apparel,$51.00 ,128,653,$281 ,Outlet
Sports Direct,1197831,2021-03-17,South,Tennessee,Knoxville,Men's Athletic Footwear,$33.00 ,181,597,$287 ,Online
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Women's Athletic Footwear,$47.00 ,73,343,$178 ,Online
Amazon,1185732,2021-06-11,Midwest,Ohio,Columbus,Women's Athletic Footwear,$49.00 ,140,686,$350 ,Online
Sports Direct,1185732,2021-09-13,Northeast,Massachusetts,Boston,Men's Apparel,$52.00 ,34,177,$64 ,Online
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Men's Apparel,$55.00 ,475,"26,125","$9,144 ",Online
West Gear,1185732,2021-10-10,Northeast,New York,Albany,Women's Street Footwear,$46.00 ,137,630,$252 ,Online
West Gear,1185732,2021-09-12,West,Utah,Salt Lake City,Men's Street Footwear,$23.00 ,228,524,$236 ,Outlet
Amazon,1185732,2021-04-10,Midwest,Ohio,Columbus,Women's Apparel,$34.00 ,137,466,$303 ,Online
Amazon,1185732,2021-09-10,Northeast,Vermont,Burlington,Women's Street Footwear,$50.00 ,225,"11,250","$3,938 ",In-store
Sports Direct,1185732,2021-01-17,Northeast,Rhode Island,Providence,Men's Athletic Footwear,$28.00 ,88,246,$84 ,Outlet
Kohl's,1197831,2021-12-19,South,Oklahoma,Oklahoma City,Men's Apparel,$70.00 ,325,"22,750","$7,963 ",Online
Amazon,1185732,2021-09-17,Northeast,Maine,Portland,Women's Apparel,$57.00 ,59,336,$175 ,Online
Sports Direct,1197831,2021-04-23,South,Tennessee,Knoxville,Women's Street Footwear,$39.00 ,314,"1,225",$576 ,Outlet
Sports Direct,1185732,2021-06-17,Midwest,Michigan,Detroit,Women's Athletic Footwear,$45.00 ,525,"23,625","$8,269 ",In-store
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Men's Apparel,$35.00 ,175,"6,125","$2,144 ",Online
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Women's Street Footwear,$46.00 ,135,621,$255 ,Outlet
Kohl's,1185732,2021-12-13,Northeast,Delaware,Wilmington,Men's Street Footwear,$62.00 ,168,"1,042",$490 ,Online
Amazon,1185732,2021-08-11,Northeast,Vermont,Burlington,Women's Apparel,$61.00 ,104,634,$324 ,Online
Foot Locker,1128299,2021-09-24,West,Arizona,Phoenix,Women's Street Footwear,$45.00 ,425,"19,125","$6,694 ",Online
Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,$60.00 ,800,"48,000","$16,800 ",Online
West Gear,1185732,2021-08-09,Northeast,New York,Albany,Women's Street Footwear,$55.00 ,625,"34,375","$8,594 ",In-store
Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Women's Street Footwear,$46.00 ,95,437,$201 ,Online
Amazon,1185732,2021-11-10,Midwest,Ohio,Columbus,Women's Apparel,$74.00 ,167,"1,236",$791 ,Online
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Women's Apparel,$23.00 ,69,159,$86 ,Online
Kohl's,1189833,2021-02-16,Midwest,Montana,Billings,Women's Street Footwear,$45.00 ,450,"20,250","$9,113 ",Outlet
Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Women's Apparel,$55.00 ,161,886,$345 ,Online
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Women's Street Footwear,$44.00 ,140,616,$259 ,Outlet
West Gear,1185732,2021-02-11,West,Utah,Salt Lake City,Women's Apparel,$25.00 ,450,"11,250","$5,625 ",In-store
Foot Locker,1185732,2021-10-18,Midwest,Missouri,St. Louis,Women's Athletic Footwear,$25.00 ,225,"5,625","$2,250 ",In-store
Kohl's,1189833,2021-04-07,West,California,Los Angeles,Men's Street Footwear,$45.00 ,800,"36,000","$14,400 ",Outlet
Amazon,1185732,2021-12-13,Northeast,Massachusetts,Boston,Men's Street Footwear,$65.00 ,575,"37,375","$11,213 ",In-store
Amazon,1185732,2021-05-09,Midwest,Ohio,Columbus,Men's Street Footwear,$45.00 ,795,"35,775","$14,310 ",Online
Foot Locker,1185732,2021-07-09,Midwest,Illinois,Chicago,Women's Athletic Footwear,$40.00 ,200,"8,000","$3,200 ",Outlet
Foot Locker,1197831,2021-02-04,South,Louisiana,New Orleans,Men's Street Footwear,$25.00 ,625,"15,625","$4,688 ",Online
West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Women's Apparel,$110.00 ,650,"71,500","$25,025 ",Online
Sports Direct,1185732,2021-02-09,Midwest,North Dakota,Fargo,Men's Apparel,$45.00 ,175,"7,875","$2,756 ",Online
Amazon,1185732,2021-09-23,Southeast,Kentucky,Louisville,Men's Street Footwear,$48.00 ,137,658,$349 ,Online
West Gear,1197831,2021-08-20,South,Oklahoma,Oklahoma City,Women's Apparel,$55.00 ,475,"26,125","$10,450 ",Online
Sports Direct,1197831,2021-10-09,South,Texas,Dallas,Women's Apparel,$45.00 ,161,725,$507 ,Online
Foot Locker,1128299,2021-05-24,West,Arizona,Phoenix,Men's Athletic Footwear,$55.00 ,375,"20,625","$8,250 ",Online
Foot Locker,1185732,2021-07-15,Midwest,Nebraska,Omaha,Men's Athletic Footwear,$30.00 ,150,"4,500","$1,575 ",Outlet
West Gear,1185732,2021-01-03,Midwest,Iowa,Des Moines,Women's Street Footwear,$18.00 ,65,117,$48 ,Online
Sports Direct,1185732,2021-06-15,Northeast,Massachusetts,Boston,Men's Apparel,$39.00 ,74,289,$92 ,Outlet
Sports Direct,1197831,2021-09-05,South,Alabama,Birmingham,Women's Apparel,$50.00 ,245,"1,225",$882 ,Online
Sports Direct,1185732,2021-12-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,$60.00 ,775,"46,500","$13,950 ",Online
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Women's Street Footwear,$50.00 ,231,"1,155",$462 ,Online
Foot Locker,1185732,2021-10-22,South,Texas,Dallas,Men's Street Footwear,$44.00 ,111,488,$342 ,Online
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Women's Street Footwear,$56.00 ,126,706,$332 ,Online
Sports Direct,1185732,2021-02-15,Northeast,Massachusetts,Boston,Women's Athletic Footwear,$35.00 ,250,"8,750","$2,188 ",In-store
Sports Direct,1197831,2021-08-30,South,Alabama,Birmingham,Women's Apparel,$45.00 ,750,"33,750","$20,250 ",Outlet
Foot Locker,1185732,2021-12-08,Midwest,North Dakota,Fargo,Women's Athletic Footwear,$47.00 ,54,254,$104 ,Online
Foot Locker,1185732,2021-07-10,Midwest,Illinois,Chicago,Men's Apparel,$47.00 ,56,263,$121 ,Online
Amazon,1185732,2021-12-20,West,Alaska,Anchorage,Men's Street Footwear,$69.00 ,174,"1,201",$564 ,Online
Sports Direct,1185732,2021-10-04,Southeast,North Carolina,Charlotte,Men's Apparel,$42.00 ,149,626,$294 ,Online
Sports Direct,1185732,2021-03-13,Northeast,Massachusetts,Boston,Women's Apparel,$40.00 ,200,"8,000","$2,400 ",In-store
Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Women's Street Footwear,$70.00 ,400,"28,000","$8,400 ",Outlet
Kohl's,1197831,2021-10-14,Midwest,Kansas,Wichita,Men's Athletic Footwear,$20.00 ,325,"6,500","$2,275 ",Online
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Men's Athletic Footwear,$70.00 ,700,"49,000","$12,250 ",In-store
West Gear,1185732,2021-11-10,Midwest,Indiana,Indianapolis,Men's Apparel,$60.00 ,250,"15,000","$4,500 ",In-store
Sports Direct,1128299,2021-12-09,West,Hawaii,Honolulu,Men's Apparel,$84.00 ,128,"1,075",$280 ,Online
Kohl's,1189833,2021-03-16,West,California,Los Angeles,Women's Athletic Footwear,$45.00 ,525,"23,625","$8,269 ",Outlet
West Gear,1185732,2021-04-17,Northeast,West Virginia,Charleston,Men's Apparel,$65.00 ,200,"13,000","$5,200 ",In-store
Sports Direct,1185732,2021-08-03,Southeast,North Carolina,Charlotte,Women's Apparel,$54.00 ,231,"1,247",$798 ,Online
Sports Direct,1185732,2021-06-04,Southeast,North Carolina,Charlotte,Women's Street Footwear,$50.00 ,675,"33,750","$13,500 ",Online
Kohl's,1185732,2021-02-08,Northeast,Delaware,Wilmington,Men's Athletic Footwear,$35.00 ,175,"6,125","$2,144 ",In-store
Sports Direct,1197831,2021-09-03,South,Alabama,Birmingham,Women's Athletic Footwear,$31.00 ,210,651,$391 ,Outlet
Foot Locker,1185732,2021-08-09,Midwest,Illinois,Chicago,Men's Apparel,$60.00 ,200,"12,000","$4,200 ",Outlet
Amazon,1185732,2021-02-11,Southeast,North Carolina,Charlotte,Men's Street Footwear,$32.00 ,231,739,$370 ,Online
Kohl's,1185732,2021-10-08,Northeast,New Jersey,Newark,Women's Athletic Footwear,$48.00 ,31,149,$77 ,Online
Sports Direct,1185732,2021-07-13,Northeast,Massachusetts,Boston,Women's Apparel,$41.00 ,132,541,$173 ,Outlet
Amazon,1185732,2021-04-21,West,Alaska,Anchorage,Women's Athletic Footwear,$47.00 ,44,207,$77 ,Online
West Gear,1185732,2021-01-03,Midwest,Iowa,Des Moines,Men's Street Footwear,$30.00 ,450,"13,500","$4,050 ",In-store
West Gear,1185732,2021-02-17,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,$38.00 ,50,190,$105 ,Online
West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Women's Apparel,$25.00 ,140,350,$189 ,Outlet
West Gear,1128299,2021-06-17,South,Louisiana,New Orleans,Men's Athletic Footwear,$70.00 ,700,"49,000","$19,600 ",Online
Amazon,1185732,2021-10-15,South,Alabama,Birmingham,Women's Athletic Footwear,$35.00 ,100,"3,500","$1,050 ",Outlet
West Gear,1197831,2021-04-05,West,Idaho,Boise,Men's Street Footwear,$15.00 ,215,323,$135 ,Outlet
West Gear,1128299,2021-12-16,South,Louisiana,New Orleans,Men's Street Footwear,$46.00 ,272,"1,251",$576 ,Outlet
Sports Direct,1197831,2021-08-09,South,Alabama,Birmingham,Women's Street Footwear,$26.00 ,136,354,$156 ,Outlet
Amazon,1185732,2021-10-30,Northeast,Maine,Portland,Men's Street Footwear,$37.00 ,122,451,$217 ,Online
Foot Locker,1128299,2021-08-10,West,Hawaii,Honolulu,Men's Street Footwear,$79.00 ,210,"1,659",$614 ,Online
Sports Direct,1185732,2021-04-09,Midwest,North Dakota,Fargo,Men's Athletic Footwear,$30.00 ,150,"4,500","$1,350 ",Online
West Gear,1185732,2021-12-09,Midwest,Ohio,Columbus,Women's Apparel,$80.00 ,625,"50,000","$25,000 ",Online
Sports Direct,1185732,2021-04-14,Northeast,Massachusetts,Boston,Men's Apparel,$33.00 ,44,145,$39 ,Outlet
Sports Direct,1128299,2021-10-13,Southeast,Georgia,Atlanta,Men's Apparel,$41.00 ,102,418,$167 ,Outlet
Sports Direct,1185732,2021-06-17,Midwest,Michigan,Detroit,Women's Athletic Footwear,$43.00 ,158,679,$326 ,Online
Amazon,1185732,2021-06-12,Northeast,Vermont,Burlington,Women's Athletic Footwear,$50.00 ,300,"15,000","$5,250 ",In-store
Foot Locker,1185732,2021-06-15,Northeast,Delaware,Wilmington,Women's Apparel,$56.00 ,135,756,$401 ,Online
Amazon,1185732,2021-05-20,West,Alaska,Anchorage,Men's Apparel,$62.00 ,69,428,$163 ,Online
Amazon,1185732,2021-11-21,West,Alaska,Anchorage,Women's Street Footwear,$59.00 ,93,549,$214 ,Online
Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Men's Apparel,$68.00 ,70,476,$219 ,Online
West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,$35.00 ,225,"7,875","$3,150 ",Online
Sports Direct,1197831,2021-04-27,South,Tennessee,Knoxville,Men's Street Footwear,$40.00 ,209,836,$418 ,Outlet
Kohl's,1185732,2021-12-10,West,Wyoming,Cheyenne,Men's Street Footwear,$52.00 ,224,"1,165",$711 ,Online
Sports Direct,1128299,2021-10-13,Southeast,Georgia,Atlanta,Men's Street Footwear,$45.00 ,525,"23,625","$9,450 ",Online
Kohl's,1128299,2021-02-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,$45.00 ,275,"12,375","$4,331 ",Online
Foot Locker,1185732,2021-10-30,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$35.00 ,175,"6,125","$2,450 ",Outlet
Walmart,1128299,2021-12-09,West,Hawaii,Honolulu,Men's Street Footwear,$68.00 ,189,"1,285",$514 ,Online
Foot Locker,1128299,2021-02-23,West,Idaho,Boise,Women's Street Footwear,$38.00 ,105,399,$188 ,Online
Foot Locker,1185732,2021-02-06,Midwest,North Dakota,Fargo,Men's Athletic Footwear,$28.00 ,45,126,$58 ,Online
Kohl's,1185732,2021-05-06,Northeast,New Jersey,Newark,Women's Athletic Footwear,$38.00 ,56,213,$106 ,Online
Sports Direct,1197831,2021-09-13,South,Texas,Dallas,Women's Athletic Footwear,$43.00 ,174,748,$412 ,Online
Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Women's Street Footwear,$27.00 ,83,224,$99 ,Online
Kohl's,1189833,2021-01-23,Midwest,Montana,Billings,Women's Street Footwear,$44.00 ,111,488,$269 ,Online
Foot Locker,1185732,2021-02-15,Northeast,Maryland,Baltimore,Men's Street Footwear,$39.00 ,144,562,$281 ,Online
Kohl's,1189833,2021-05-22,West,California,Los Angeles,Women's Athletic Footwear,$47.00 ,176,827,$372 ,Online
West Gear,1185732,2021-01-10,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,$28.00 ,44,123,$59 ,Online
Foot Locker,1185732,2021-06-22,Northeast,Maryland,Baltimore,Men's Apparel,$50.00 ,150,"7,500","$2,250 ",In-store
Foot Locker,1185732,2021-03-17,Midwest,Missouri,St. Louis,Men's Apparel,$41.00 ,75,308,$151 ,Online
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Women's Apparel,$32.00 ,189,605,$381 ,Online
West Gear,1197831,2021-06-04,West,Idaho,Boise,Women's Athletic Footwear,$33.00 ,187,617,$302 ,Outlet
Foot Locker,1185732,2021-07-06,Northeast,Rhode Island,Providence,Women's Apparel,$50.00 ,116,580,$290 ,Online
Sports Direct,1197831,2021-08-01,Midwest,Nebraska,Omaha,Men's Street Footwear,$19.00 ,203,386,$204 ,Online
West Gear,1185732,2021-02-10,Southeast,Florida,Orlando,Women's Street Footwear,$23.00 ,204,469,$150 ,Outlet
West Gear,1185732,2021-07-09,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,$49.00 ,84,412,$206 ,Online
Amazon,1185732,2021-02-22,Midwest,Ohio,Columbus,Men's Street Footwear,$38.00 ,138,524,$278 ,Online
Foot Locker,1128299,2021-03-09,West,Hawaii,Honolulu,Women's Apparel,$50.00 ,85,425,$234 ,Online
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Women's Apparel,$51.00 ,157,801,$232 ,Outlet
Sports Direct,1197831,2021-04-30,South,Tennessee,Knoxville,Women's Athletic Footwear,$53.00 ,100,530,$371 ,Online
Foot Locker,1197831,2021-02-04,West,Idaho,Boise,Women's Apparel,$26.00 ,135,351,$183 ,Outlet
Foot Locker,1185732,2021-06-23,Midwest,Illinois,Chicago,Women's Apparel,$50.00 ,225,"11,250","$5,625 ",Outlet
West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Men's Street Footwear,$20.00 ,228,456,$196 ,Outlet
Sports Direct,1185732,2021-06-04,Southeast,North Carolina,Charlotte,Women's Apparel,$67.00 ,231,"1,548",$929 ,Online
Sports Direct,1185732,2021-02-04,Southeast,South Carolina,Charleston,Men's Street Footwear,$34.00 ,263,894,$447 ,Online
Kohl's,1185732,2021-05-06,Northeast,New Jersey,Newark,Women's Apparel,$55.00 ,350,"19,250","$7,700 ",In-store
Amazon,1185732,2021-04-21,West,Alaska,Anchorage,Women's Athletic Footwear,$50.00 ,150,"7,500","$1,875 ",Outlet
West Gear,1128299,2021-04-17,South,Louisiana,New Orleans,Women's Street Footwear,$40.00 ,120,480,$202 ,Outlet
Amazon,1185732,2021-06-11,Midwest,Ohio,Columbus,Women's Athletic Footwear,$50.00 ,500,"25,000","$10,000 ",Online
Foot Locker,1185732,2021-08-14,Northeast,Delaware,Wilmington,Men's Athletic Footwear,$47.00 ,128,602,$277 ,Online
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Women's Athletic Footwear,$34.00 ,203,690,$304 ,Online
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Men's Street Footwear,$47.00 ,160,752,$406 ,Online
Foot Locker,1185732,2021-12-26,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$53.00 ,75,398,$143 ,Outlet
Sports Direct,1185732,2021-10-18,South,Mississippi,Jackson,Women's Apparel,$27.00 ,162,437,$236 ,Outlet
Sports Direct,1128299,2021-12-23,Southeast,Virginia,Richmond,Women's Street Footwear,$70.00 ,550,"38,500","$13,475 ",In-store
Foot Locker,1197831,2021-02-04,South,Louisiana,New Orleans,Women's Street Footwear,$35.00 ,425,"14,875","$4,463 ",Online
West Gear,1185732,2021-08-10,Midwest,Indiana,Indianapolis,Men's Street Footwear,$47.00 ,152,714,$393 ,Online
Kohl's,1128299,2021-10-26,West,New Mexico,Albuquerque,Men's Street Footwear,$50.00 ,550,"27,500","$9,625 ",Online
Sports Direct,1197831,2021-05-18,South,Tennessee,Knoxville,Women's Athletic Footwear,$44.00 ,176,774,$465 ,Outlet
Foot Locker,1185732,2021-01-20,Southeast,Kentucky,Louisville,Women's Athletic Footwear,$23.00 ,101,232,$123 ,Online
Amazon,1185732,2021-10-19,Northeast,Maine,Portland,Women's Street Footwear,$52.00 ,31,161,$89 ,Online
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Men's Athletic Footwear,$30.00 ,256,768,$307 ,Outlet
Foot Locker,1185732,2021-08-04,Midwest,Illinois,Chicago,Women's Apparel,$65.00 ,250,"16,250","$8,125 ",Outlet
West Gear,1185732,2021-04-21,Northeast,Maryland,Baltimore,Men's Street Footwear,$35.00 ,425,"14,875","$5,950 ",In-store
West Gear,1185732,2021-02-17,Midwest,Indiana,Indianapolis,Women's Street Footwear,$27.00 ,75,203,$103 ,Online
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Men's Athletic Footwear,$55.00 ,400,"22,000","$8,800 ",Online
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,$59.00 ,98,578,$289 ,Online
Foot Locker,1197831,2021-12-04,West,Idaho,Boise,Men's Athletic Footwear,$41.00 ,240,984,$453 ,Outlet
Foot Locker,1185732,2021-08-06,Midwest,Iowa,Des Moines,Men's Athletic Footwear,$42.00 ,78,328,$151 ,Online
West Gear,1185732,2021-05-04,Midwest,Wisconsin,Milwaukee,Men's Apparel,$45.00 ,175,"7,875","$3,938 ",In-store
Sports Direct,1128299,2021-12-25,West,New Mexico,Albuquerque,Men's Apparel,$70.00 ,425,"29,750","$8,925 ",Online
Foot Locker,1185732,2021-02-12,Midwest,Kansas,Wichita,Men's Street Footwear,$37.00 ,158,585,$292 ,Online
West Gear,1128299,2021-01-15,West,California,San Francisco,Women's Athletic Footwear,$46.00 ,247,"1,136",$409 ,Outlet
Sports Direct,1185732,2021-05-13,Northeast,Massachusetts,Boston,Women's Street Footwear,$41.00 ,56,230,$92 ,Online
Sports Direct,1185732,2021-04-03,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,$30.00 ,575,"17,250","$6,038 ",Online
Amazon,1185732,2021-11-14,Northeast,Maine,Portland,Women's Athletic Footwear,$45.00 ,175,"7,875","$2,363 ",Outlet
West Gear,1185732,2021-04-03,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,$20.00 ,150,"3,000","$1,050 ",In-store
Kohl's,1128299,2021-08-26,West,New Mexico,Albuquerque,Men's Street Footwear,$56.00 ,175,980,$490 ,Online
Sports Direct,1185732,2021-05-10,Midwest,North Dakota,Fargo,Men's Street Footwear,$55.00 ,129,710,$341 ,Online
Foot Locker,1185732,2021-09-07,Midwest,Iowa,Des Moines,Women's Athletic Footwear,$25.00 ,150,"3,750","$1,125 ",In-store
West Gear,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Women's Street Footwear,$14.00 ,74,104,$44 ,Outlet
Sports Direct,1197831,2021-09-14,South,Texas,Dallas,Men's Apparel,$50.00 ,500,"25,000","$7,500 ",Outlet
Walmart,1197831,2021-05-19,South,Arkansas,Little Rock,Men's Athletic Footwear,$38.00 ,113,429,$215 ,Online
Sports Direct,1197831,2021-08-17,South,Alabama,Birmingham,Men's Apparel,$37.00 ,73,270,$135 ,Online
Foot Locker,1185732,2021-06-01,West,California,Los Angeles,Men's Athletic Footwear,$31.00 ,91,282,$116 ,Outlet
Foot Locker,1128299,2021-06-23,West,Arizona,Phoenix,Men's Athletic Footwear,$51.00 ,138,704,$366 ,Online
Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Men's Street Footwear,$50.00 ,500,"25,000","$8,750 ",In-store
Sports Direct,1197831,2021-03-25,South,Tennessee,Knoxville,Women's Athletic Footwear,$35.00 ,375,"13,125","$6,563 ",Outlet
Kohl's,1189833,2021-05-11,West,California,Los Angeles,Men's Apparel,$58.00 ,163,945,$633 ,Online
Kohl's,1189833,2021-05-29,West,California,Los Angeles,Men's Apparel,$43.00 ,219,942,$584 ,Outlet
Amazon,1185732,2021-01-21,Northeast,Vermont,Burlington,Women's Apparel,$35.00 ,101,354,$141 ,Outlet
Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Men's Street Footwear,$60.00 ,111,666,$333 ,Online
